type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/attribute_id,properties/label_type,properties/neighborhood,properties/severity,properties/is_temporary
Feature,Point,-122.31561279296875,47.54856872558594,51852543,NoSidewalk,Industrial District,5,false
Feature,Point,-122.32987976074219,47.57650375366211,51852544,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33318328857422,47.578338623046875,51852545,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3300552368164,47.57638931274414,51852546,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33332061767578,47.57820510864258,51852547,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32994079589844,47.57707214355469,51852548,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33319091796875,47.577964782714844,51852549,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3300552368164,47.57661056518555,51852550,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33331298828125,47.57794952392578,51852551,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33335876464844,47.58113479614258,51852552,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33330535888672,47.57918167114258,51852553,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33008575439453,47.576805114746094,51852554,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33331298828125,47.57768249511719,51852555,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33007049560547,47.576698303222656,51852556,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33331298828125,47.577789306640625,51852557,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32994842529297,47.57698440551758,51852558,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33341217041016,47.577545166015625,51852559,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3301010131836,47.57706832885742,51852560,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33324432373047,47.57720947265625,51852561,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3361587524414,47.57366180419922,51852562,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33672332763672,47.57732009887695,51852563,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33583068847656,47.57366180419922,51852564,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33675384521484,47.577537536621094,51852565,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33045959472656,47.57550048828125,51852566,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33660888671875,47.577789306640625,51852567,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33065795898438,47.57548522949219,51852568,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3350601196289,47.577369689941406,51852569,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33080291748047,47.57548141479492,51852570,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3350830078125,47.57714080810547,51852571,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32991027832031,47.57622528076172,51852572,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33528137207031,47.5776481628418,51852573,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33007049560547,47.57575988769531,51852574,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33663177490234,47.578372955322266,51852575,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33509826660156,47.5833625793457,51852576,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3367691040039,47.57859802246094,51852577,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33509063720703,47.583187103271484,51852578,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33678436279297,47.57881164550781,51852579,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3338394165039,47.58182907104492,51852580,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33663940429688,47.58052062988281,51852581,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33507537841797,47.58280944824219,51852582,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33675384521484,47.57957458496094,51852583,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3350830078125,47.582908630371094,51852584,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3367691040039,47.579410552978516,51852585,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33509826660156,47.582435607910156,51852586,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33660125732422,47.58141326904297,51852587,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3333740234375,47.58125305175781,51852588,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33333587646484,47.58296203613281,51852594,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32987976074219,47.575416564941406,51852602,NoSidewalk,Industrial District,4,false
Feature,Point,-122.40782928466797,47.63779830932617,51951145,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40110778808594,47.64312744140625,51951146,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40116882324219,47.643226623535156,51951147,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40779113769531,47.64866256713867,51951157,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40675354003906,47.654014587402344,51951168,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40227508544922,47.64676284790039,51951174,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40460968017578,47.64686965942383,51951175,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4079818725586,47.654014587402344,51951181,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4012451171875,47.63945007324219,51951182,CurbRamp,Briarcliff,2,false
Feature,Point,-122.4007568359375,47.6391716003418,51951183,CurbRamp,Briarcliff,2,false
Feature,Point,-122.402587890625,47.638484954833984,51951188,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40605163574219,47.63947296142578,51951195,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40008544921875,47.635948181152344,51951196,CurbRamp,Briarcliff,2,false
Feature,Point,-122.39962005615234,47.635826110839844,51951197,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40958404541016,47.6422233581543,51951198,CurbRamp,Briarcliff,2,false
Feature,Point,-122.41104888916016,47.644935607910156,51951199,CurbRamp,Briarcliff,1,false
Feature,Point,-122.41126251220703,47.6418571472168,51951200,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40117645263672,47.64114761352539,51951208,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4029312133789,47.64124298095703,51951209,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40948486328125,47.648555755615234,51951214,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40899658203125,47.6486930847168,51951215,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4096908569336,47.65049743652344,51951216,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40910339355469,47.650508880615234,51951217,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40941619873047,47.65040969848633,51951218,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40826416015625,47.64494323730469,51951223,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40972900390625,47.64506530761719,51951228,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40694427490234,47.648658752441406,51951229,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4130859375,47.648521423339844,51951234,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40802764892578,47.64866256713867,51951239,CurbRamp,Briarcliff,1,false
Feature,Point,-122.41151428222656,47.65187072753906,51951251,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40799713134766,47.65223693847656,51951259,CurbRamp,Briarcliff,2,false
Feature,Point,-122.41040802001953,47.65204620361328,51951260,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40103149414062,47.64676284790039,51951266,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40239715576172,47.646766662597656,51951267,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40888977050781,47.65401077270508,51951276,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4090347290039,47.65401077270508,51951277,CurbRamp,Briarcliff,1,false
Feature,Point,-122.39945220947266,47.635807037353516,51951278,CurbRamp,Briarcliff,2,false
Feature,Point,-122.39798736572266,47.63581085205078,51951279,CurbRamp,Briarcliff,1,false
Feature,Point,-122.39515686035156,47.631195068359375,51951287,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40032958984375,47.633705139160156,51951292,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40604400634766,47.64946365356445,51951297,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40615844726562,47.641685485839844,51951302,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40489196777344,47.6449089050293,51951307,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41096496582031,47.63972473144531,51951312,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41307067871094,47.641395568847656,51951317,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.329345703125,47.55837631225586,51852518,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33104705810547,47.55864334106445,51852519,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32933807373047,47.5617561340332,51852535,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33336639404297,47.58065414428711,51852589,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33318328857422,47.58247375488281,51852595,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33331298828125,47.58250427246094,51852596,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33324432373047,47.58268356323242,51852597,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3295669555664,47.575557708740234,51852603,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32926177978516,47.575347900390625,51852604,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32801818847656,47.577579498291016,51852605,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32701873779297,47.57784652709961,51852606,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32820892333984,47.577598571777344,51852607,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32693481445312,47.577552795410156,51852608,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32445526123047,47.57768249511719,51852609,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32479095458984,47.57779312133789,51852610,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32341766357422,47.580352783203125,51852611,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32307434082031,47.57942199707031,51852612,NoSidewalk,Industrial District,3,false
Feature,Point,-122.32439422607422,47.577789306640625,51852613,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32279205322266,47.57908248901367,51852614,NoSidewalk,Industrial District,3,false
Feature,Point,-122.32341766357422,47.58058166503906,51852615,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32312774658203,47.57918930053711,51852616,NoSidewalk,Industrial District,3,false
Feature,Point,-122.32396697998047,47.57777786254883,51852617,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3223648071289,47.57786178588867,51852618,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32267761230469,47.57770538330078,51852619,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3226318359375,47.57787322998047,51852620,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32191467285156,47.577701568603516,51852621,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32183837890625,47.57779312133789,51852622,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32341766357422,47.58073425292969,51852623,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32157897949219,47.57779312133789,51852624,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32037353515625,47.580963134765625,51852625,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3214340209961,47.577701568603516,51852626,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32056427001953,47.58097457885742,51852627,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32120513916016,47.57769012451172,51852628,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32060241699219,47.57419204711914,51852629,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3207778930664,47.57682800292969,51852630,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33003997802734,47.58980178833008,51852631,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32910919189453,47.5899772644043,51852632,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33001708984375,47.58957290649414,51852633,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32908630371094,47.589691162109375,51852634,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33004760742188,47.58946990966797,51852635,NoSidewalk,Industrial District,4,false
Feature,Point,-122.3299789428711,47.5906982421875,51852636,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33006286621094,47.59037780761719,51852637,NoSidewalk,Industrial District,4,false
Feature,Point,-122.40739440917969,47.63811111450195,51951193,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40717315673828,47.638484954833984,51951194,CurbRamp,Briarcliff,1,false
Feature,Point,-122.41236877441406,47.64143371582031,51951207,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40495300292969,47.64430618286133,51951213,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40724182128906,47.64493942260742,51951222,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40689086914062,47.648555755615234,51951227,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40670013427734,47.648677825927734,51951233,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40943908691406,47.64858627319336,51951238,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4115982055664,47.651832580566406,51951249,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40585327148438,47.648704528808594,51951250,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4078140258789,47.65231704711914,51951257,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40691375732422,47.65400314331055,51951258,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4047622680664,47.6485595703125,51951264,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40679168701172,47.65401077270508,51951265,CurbRamp,Briarcliff,1,false
Feature,Point,-122.41006469726562,47.654022216796875,51951274,CurbRamp,Briarcliff,2,false
Feature,Point,-122.41094207763672,47.65400314331055,51951275,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4002456665039,47.63376235961914,51951286,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40385437011719,47.634727478027344,51951291,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40589141845703,47.64942932128906,51951296,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40899658203125,47.6470947265625,51951301,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.40508270263672,47.645591735839844,51951306,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41152954101562,47.64020919799805,51951311,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41205596923828,47.64194107055664,51951316,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41373443603516,47.64191818237305,51951321,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41417694091797,47.64592742919922,51951326,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.40957641601562,47.6431884765625,51951331,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41437530517578,47.64441680908203,51951336,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4117660522461,47.64289855957031,51951341,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41316223144531,47.64424133300781,51951346,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40975189208984,47.64307403564453,51951351,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41566467285156,47.64380645751953,51951356,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40967559814453,47.64559555053711,51951361,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41650390625,47.643043518066406,51951366,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40912628173828,47.64100646972656,51951371,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.416748046875,47.64344024658203,51951376,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41075134277344,47.64823532104492,51951381,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41083526611328,47.647857666015625,51951386,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41668701171875,47.64503860473633,51951391,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41624450683594,47.64688491821289,51951396,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4058837890625,47.6495361328125,51951401,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41244506835938,47.640907287597656,51951406,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41278839111328,47.642269134521484,51951411,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41403198242188,47.64533996582031,51951420,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.41083526611328,47.646732330322266,51951425,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40957641601562,47.643672943115234,51951430,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41450500488281,47.644439697265625,51951435,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40972900390625,47.64332580566406,51951440,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41352844238281,47.643714904785156,51951445,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41236114501953,47.642616271972656,51951450,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4136734008789,47.6435546875,51951455,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4149169921875,47.64421844482422,51951460,NoSidewalk,Briarcliff,2,false
Feature,Point,-122.41680145263672,47.644100189208984,51951465,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40995788574219,47.6403923034668,51951470,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41627502441406,47.643280029296875,51951475,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40967559814453,47.64586639404297,51951480,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41641235351562,47.64628982543945,51951485,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40965270996094,47.646453857421875,51951490,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41187286376953,47.64867401123047,51951495,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4130630493164,47.64942932128906,51951500,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41410827636719,47.64866256713867,51951505,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41622161865234,47.64817428588867,51951510,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41412353515625,47.649925231933594,51951515,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41432189941406,47.65037155151367,51951520,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41617584228516,47.65260314941406,51951525,NoSidewalk,Briarcliff,5,false
Feature,Point,-122.4164810180664,47.65098571777344,51951530,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.32923126220703,47.57444381713867,51852600,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33014678955078,47.57541275024414,51852601,NoSidewalk,Industrial District,4,false
Feature,Point,-122.4023666381836,47.64677429199219,51951255,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40460968017578,47.64677810668945,51951256,CurbRamp,Briarcliff,1,false
Feature,Point,-122.4036636352539,47.65399169921875,51951263,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40782928466797,47.65401840209961,51951271,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40992736816406,47.654022216796875,51951272,CurbRamp,Briarcliff,2,false
Feature,Point,-122.4111557006836,47.654022216796875,51951273,CurbRamp,Briarcliff,1,false
Feature,Point,-122.41180419921875,47.65181350708008,51951282,CurbRamp,Briarcliff,2,false
Feature,Point,-122.41242980957031,47.65126419067383,51951283,CurbRamp,Briarcliff,2,false
Feature,Point,-122.40794372558594,47.63768005371094,51951284,CurbRamp,Briarcliff,2,false
Feature,Point,-122.39388275146484,47.631099700927734,51951285,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40371704101562,47.63481521606445,51951290,CurbRamp,Briarcliff,1,false
Feature,Point,-122.40977478027344,47.64291763305664,51951295,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40963745117188,47.64710998535156,51951300,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40484619140625,47.64484786987305,51951305,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41043853759766,47.64006423950195,51951310,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41326141357422,47.64153289794922,51951315,NoSidewalk,Briarcliff,,false
Feature,Point,-122.41323852539062,47.642093658447266,51951320,NoSidewalk,Briarcliff,2,false
Feature,Point,-122.41429138183594,47.64454650878906,51951325,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41455078125,47.64418029785156,51951330,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40957641601562,47.644317626953125,51951335,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41325378417969,47.64396667480469,51951340,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41098022460938,47.64493942260742,51951345,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41412353515625,47.642616271972656,51951350,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4095230102539,47.6456298828125,51951355,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41512298583984,47.643890380859375,51951360,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41065216064453,47.63947296142578,51951365,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.41642761230469,47.6428108215332,51951370,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40900421142578,47.64086151123047,51951375,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41658020019531,47.645591735839844,51951380,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4107666015625,47.647804260253906,51951385,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4155044555664,47.64501190185547,51951390,NoSidewalk,Briarcliff,5,false
Feature,Point,-122.41084289550781,47.64685821533203,51951395,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40640258789062,47.649436950683594,51951400,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41181182861328,47.641605377197266,51951405,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4113998413086,47.64008331298828,51951410,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41223907470703,47.642574310302734,51951415,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41403198242188,47.64220428466797,51951416,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41413116455078,47.64496612548828,51951417,NoSidewalk,Briarcliff,5,false
Feature,Point,-122.41413116455078,47.64478302001953,51951418,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.4141616821289,47.64569854736328,51951423,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.410888671875,47.64559555053711,51951428,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4148178100586,47.6440544128418,51951433,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40970611572266,47.64353942871094,51951438,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41339874267578,47.64384460449219,51951443,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41104125976562,47.64502716064453,51951448,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41383361816406,47.64334487915039,51951453,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40982055664062,47.64141082763672,51951458,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41537475585938,47.6439094543457,51951463,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40940856933594,47.641056060791016,51951468,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41629028320312,47.643104553222656,51951473,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40965270996094,47.646018981933594,51951478,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41649627685547,47.64594268798828,51951483,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41075897216797,47.64740753173828,51951488,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41609954833984,47.64712905883789,51951493,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41597747802734,47.647342681884766,51951498,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41326141357422,47.64855194091797,51951503,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41625213623047,47.648258209228516,51951508,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41438293457031,47.6487922668457,51951513,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41632080078125,47.64999008178711,51951518,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41426849365234,47.6497917175293,51951523,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41407012939453,47.6504020690918,51951528,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41639709472656,47.6502571105957,51951533,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41646575927734,47.65168762207031,51951538,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.39889526367188,47.636688232421875,51951543,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.39945983886719,47.63776397705078,51951548,NoSidewalk,Briarcliff,2,false
Feature,Point,-122.3998794555664,47.635562896728516,51951554,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.3989486694336,47.63550567626953,51951555,NoSidewalk,Briarcliff,5,false
Feature,Point,-122.40025329589844,47.63376998901367,51951560,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40436553955078,47.6402702331543,51951565,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40707397460938,47.63839340209961,51951571,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.40494537353516,47.64496612548828,51951576,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41094207763672,47.6395378112793,51951581,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41343688964844,47.64168930053711,51951586,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41320037841797,47.64223861694336,51951591,NoSidewalk,Briarcliff,2,false
Feature,Point,-122.41487884521484,47.645042419433594,51951596,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41419219970703,47.64582061767578,51951601,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.41390228271484,47.64466094970703,51951606,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40966796875,47.64441680908203,51951611,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4133529663086,47.64438247680664,51951616,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41206359863281,47.6422119140625,51951621,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41580200195312,47.64372253417969,51951626,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40969848632812,47.646759033203125,51951631,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41641998291016,47.64311981201172,51951636,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.40951538085938,47.641273498535156,51951641,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.4167251586914,47.64325714111328,51951646,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41077423095703,47.648075103759766,51951651,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41632843017578,47.64680862426758,51951656,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41417694091797,47.64646911621094,51951661,NoSidewalk,Briarcliff,4,false
Feature,Point,-122.41249084472656,47.64857482910156,51951666,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41620635986328,47.64787292480469,51951671,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41307067871094,47.648948669433594,51951676,NoSidewalk,Briarcliff,1,false
Feature,Point,-122.41610717773438,47.64793014526367,51951681,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.41617584228516,47.6492805480957,51951686,NoSidewalk,Briarcliff,3,false
Feature,Point,-122.32904052734375,47.58873748779297,51852639,NoSidewalk,Industrial District,4,false
Feature,Point,-122.32905578613281,47.58908462524414,51852640,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33006286621094,47.587974548339844,51852662,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33497619628906,47.592403411865234,51852663,NoSidewalk,Industrial District,4,false
Feature,Point,-122.33576965332031,47.59183120727539,51852664,NoSidewalk,Industrial District,4,false
