cell_id,lat,lon,barrier_count,severity_mean,severity_max,temp_ratio,dominant_type,neighborhood,accessibility_score,risk_level
1_7,47.50292235154372,-122.38000136155348,11,4.818181818181818,5.0,0.0,NoSidewalk,Industrial District,94.7,Medium
1_8,47.502841264773636,-122.37612034724309,36,4.777777777777778,5.0,0.0,NoSidewalk,Industrial District,82.8,Medium
20_16,47.59883342319065,-122.33499891493055,89,1.8764044943820224,5.0,0.06666666666666667,CurbRamp,Pioneer Square,83.3,Medium
20_17,47.59904879192973,-122.33091493355211,126,1.6031746031746033,5.0,0.007751937984496124,CurbRamp,Pioneer Square,79.8,Medium
20_18,47.59789616721017,-122.3254041520376,241,2.078838174273859,5.0,0.007936507936507936,CurbRamp,International District,49.89999999999999,Medium
20_19,47.59783938527107,-122.32087969779968,127,2.393700787401575,5.0,0.0078125,CurbRamp,International District,69.6,Medium
20_20,47.598453609088,-122.31582274691749,129,2.124031007751938,5.0,0.0,CurbRamp,International District,72.6,Medium
20_21,47.59784130122038,-122.3108871255145,148,2.2635135135135136,5.0,0.0,CurbRamp,Atlantic,66.5,Medium
20_22,47.59807040141179,-122.30620332864615,99,3.0707070707070705,4.0,0.0,CurbRamp,Atlantic,69.6,High
20_23,47.59775486698857,-122.3008206685384,160,2.18125,4.0,0.0,CurbRamp,Atlantic,65.1,Medium
20_24,47.5978279912659,-122.29556793692224,186,2.575268817204301,5.0,0.0,CurbRamp,Leschi,52.1,Medium
20_25,47.59728226065636,-122.29082107543945,127,3.1023622047244093,5.0,0.015625,NoSidewalk,Leschi,60.6,High
20_26,47.59811785840613,-122.2875277301458,126,3.1984126984126986,5.0,0.0,NoSidewalk,Leschi,59.7,High
21_15,47.60434239705403,-122.33915405273437,28,1.5,4.0,0.0,CurbRamp,Central Business District,95.8,Medium
21_16,47.60324501764207,-122.33578204200381,207,1.5555555555555556,5.0,0.023809523809523808,CurbRamp,Central Business District,67.8,Medium
21_17,47.60263464441261,-122.33092033049189,249,1.4457831325301205,5.0,0.004016064257028112,CurbRamp,Pioneer Square,64.0,Medium
21_18,47.60346095818134,-122.32663171941584,118,2.347457627118644,5.0,0.024793388429752067,CurbRamp,Pioneer Square,72.3,Medium
21_19,47.60330792008159,-122.32070327473578,211,3.037914691943128,5.0,0.04672897196261682,CurbRamp,Yesler Terrace,35.900000000000006,High
21_20,47.602717598491814,-122.31638654413071,182,2.467032967032967,5.0,0.0106951871657754,CurbRamp,Yesler Terrace,55.1,Medium
21_21,47.60277148655483,-122.31087323143369,205,2.204878048780488,5.0,0.014285714285714285,CurbRamp,Minor,54.8,Medium
21_22,47.60342329946057,-122.30571039791765,229,2.510917030567686,5.0,0.004310344827586207,CurbRamp,Minor,42.5,Medium
21_23,47.6026501152086,-122.30076580166076,159,2.119496855345912,4.0,0.0,CurbRamp,Mann,66.3,Medium
21_24,47.602443450274954,-122.2956145995441,187,2.4010695187165774,5.0,0.0,CurbRamp,Leschi,55.10000000000001,Medium
21_25,47.60316556517841,-122.29127154433937,167,2.7425149700598803,5.0,0.005847953216374269,CurbRamp,Leschi,54.2,Medium
21_26,47.60351533573386,-122.28594272848554,207,3.1884057971014492,5.0,0.014218009478672985,SurfaceProblem,Leschi,34.0,High
21_27,47.60475540161133,-122.28340911865234,1,1.0,1.0,0.0,CurbRamp,Leschi,99.9,Low
22_14,47.609724862234934,-122.34479522705078,14,2.0714285714285716,5.0,0.0,CurbRamp,Pike-Market,97.1,Low
22_15,47.60825732154568,-122.34036600154681,135,1.4962962962962962,5.0,0.0364963503649635,CurbRamp,Pike-Market,79.8,Medium
22_16,47.60774386581497,-122.33560169276906,196,1.5408163265306123,5.0,0.05472636815920398,CurbRamp,Central Business District,69.8,Medium
22_17,47.607897366975486,-122.33169872886256,184,2.032608695652174,5.0,0.005263157894736842,CurbRamp,Central Business District,62.6,Medium
22_18,47.6077054940018,-122.32573741838044,249,2.5502008032128516,5.0,0.00784313725490196,CurbRamp,First Hill,36.5,Medium
22_19,47.607485984688374,-122.32154276833606,129,2.1782945736434107,5.0,0.014925373134328358,CurbRamp,First Hill,71.9,Medium
22_20,47.607691090901696,-122.31572250366212,148,2.324324324324324,5.0,0.0,CurbRamp,Minor,65.60000000000001,Medium
22_21,47.60835142538581,-122.31096649169922,138,2.369565217391304,4.0,0.0,CurbRamp,Minor,67.3,Medium
22_22,47.60778569106029,-122.3053647028491,222,2.774774774774775,5.0,0.008968609865470852,CurbRamp,Minor,38.4,Medium
22_23,47.60856808842839,-122.30104467031119,148,1.7905405405405406,5.0,0.0,CurbRamp,Mann,73.5,Medium
22_24,47.60812513033549,-122.29527906576793,183,2.3551912568306013,5.0,0.005208333333333333,CurbRamp,Madrona,56.89999999999999,Medium
22_25,47.608385492254186,-122.29095971142804,213,2.671361502347418,5.0,0.013888888888888888,SurfaceProblem,Madrona,43.1,Medium
22_26,47.60786479022873,-122.28592262420047,247,2.672064777327935,5.0,0.01593625498007968,SurfaceProblem,Leschi,34.0,Medium
22_27,47.60814666748047,-122.28315353393555,6,1.6666666666666667,3.0,0.0,CurbRamp,Madrona,99.0,Low
23_12,47.61500767299107,-122.35428946358817,6,2.0,3.0,0.0,CurbRamp,Belltown,98.8,Low
23_13,47.614146513097424,-122.35027806899127,89,2.292134831460674,5.0,0.0,CurbRamp,Belltown,79.6,Medium
23_14,47.61334025752437,-122.34580876805761,111,1.6666666666666667,5.0,0.0,CurbRamp,Belltown,81.5,Medium
23_15,47.612602622209195,-122.34090775358463,165,1.6484848484848484,5.0,0.05389221556886228,CurbRamp,Belltown,72.8,Medium
23_16,47.613070249557495,-122.33620639642079,188,1.6117021276595744,5.0,0.03125,CurbRamp,Central Business District,69.7,Medium
23_17,47.612929854282115,-122.33155018414638,127,1.7716535433070866,5.0,0.0,CurbRamp,Central Business District,77.5,Medium
23_18,47.61290123430603,-122.32596287064489,206,2.1116504854368934,5.0,0.0,CurbRamp,First Hill,56.49999999999999,Medium
23_19,47.612985441419816,-122.32115724351671,176,2.0056818181818183,5.0,0.0,CurbRamp,First Hill,64.7,Medium
23_20,47.61322864733244,-122.3159823988043,206,1.9854368932038835,5.0,0.014354066985645933,CurbRamp,Broadway,59.1,Medium
23_21,47.61349393572126,-122.31096609933036,175,2.16,5.0,0.022857142857142857,CurbRamp,Minor,62.2,Medium
23_22,47.61369618092935,-122.30577736201249,123,2.1463414634146343,5.0,0.015748031496062992,CurbRamp,Minor,73.6,Medium
23_23,47.613122626916685,-122.30058766834772,132,2.128787878787879,3.0,0.0,CurbRamp,Mann,71.9,Medium
23_24,47.61352587209164,-122.29539030500986,204,2.6519607843137254,4.0,0.0,NoCurbRamp,Madrona,45.9,Medium
23_25,47.61311283370488,-122.29083959657143,217,2.359447004608295,5.0,0.00904977375565611,CurbRamp,Madrona,48.8,Medium
23_26,47.61306758409136,-122.28617393122184,259,2.9498069498069497,5.0,0.00749063670411985,SurfaceProblem,Madrona,23.599999999999994,Medium
23_27,47.613182067871094,-122.28216171264648,48,3.0208333333333335,5.0,0.0,NoCurbRamp,Madrona,85.5,Medium
24_11,47.61961278607768,-122.35930830432522,31,1.903225806451613,3.0,0.0,CurbRamp,Lower Queen Anne,94.1,Medium
24_12,47.61835609718605,-122.35584598117404,130,2.1076923076923078,5.0,0.02962962962962963,CurbRamp,Belltown,72.6,Medium
24_13,47.617456822781946,-122.35092730135531,140,1.7214285714285715,5.0,0.006756756756756757,CurbRamp,Belltown,75.9,Medium
24_14,47.61760639499973,-122.3459119642103,176,1.5909090909090908,5.0,0.05405405405405406,CurbRamp,Belltown,72.0,Medium
24_15,47.61778276730207,-122.34061197517744,142,2.084507042253521,5.0,0.13725490196078433,CurbRamp,Belltown,70.4,Medium
24_16,47.61753002802531,-122.33548720677693,142,1.4929577464788732,5.0,0.027777777777777776,CurbRamp,Belltown,78.8,Medium
24_17,47.61796823229108,-122.33126792907714,140,1.9,5.0,0.05,CurbRamp,Belltown,73.4,Medium
24_18,47.61807446318548,-122.32587270690622,198,1.7828282828282829,5.0,0.0,CurbRamp,Broadway,64.7,Medium
24_19,47.61882945978753,-122.32175994587836,106,2.1320754716981134,5.0,0.0,CurbRamp,Broadway,77.4,Medium
24_20,47.61760558650992,-122.31622909287275,173,2.132947976878613,4.0,0.005649717514124294,CurbRamp,Broadway,63.1,Medium
24_21,47.61793752006405,-122.31078768566827,180,2.0,5.0,0.0055248618784530384,CurbRamp,Stevens,64.0,Medium
24_22,47.61851820555873,-122.30548100501487,157,2.082802547770701,5.0,0.0,CurbRamp,Stevens,67.3,Medium
24_23,47.61861422634864,-122.3004193564718,126,2.0317460317460316,5.0,0.007751937984496124,CurbRamp,Mann,74.4,Medium
24_24,47.61798238499279,-122.2953806586444,180,2.3222222222222224,4.0,0.0053475935828877,CurbRamp,Madrona,58.199999999999996,Medium
24_25,47.61778885463499,-122.29081002721247,207,2.7294685990338166,5.0,0.018867924528301886,SurfaceProblem,Madrona,43.5,Medium
24_26,47.617910087655446,-122.28618019873943,215,2.958139534883721,5.0,0.0,SurfaceProblem,Madrona,36.4,Medium
24_27,47.61768415376738,-122.28252311805626,72,3.1666666666666665,5.0,0.0,NoSidewalk,Madrona,77.2,High
25_10,47.62421939247533,-122.36468385395251,18,2.5555555555555554,4.0,0.0,CurbRamp,Lower Queen Anne,95.4,Low
25_11,47.62400312681456,-122.36068333806219,31,1.7741935483870968,5.0,0.0,CurbRamp,Lower Queen Anne,94.5,Medium
25_12,47.6234019324893,-122.35575743175689,103,1.6213592233009708,5.0,0.05714285714285714,CurbRamp,Lower Queen Anne,83.3,Medium
25_13,47.624679224831716,-122.35044860839844,56,2.0535714285714284,5.0,0.05357142857142857,CurbRamp,Lower Queen Anne,88.5,Medium
25_14,47.62274980545044,-122.3461606502533,92,1.673913043478261,5.0,0.07291666666666667,CurbRamp,Lower Queen Anne,84.6,Medium
25_15,47.622836148963785,-122.34125666348439,139,1.7338129496402879,5.0,0.11320754716981132,CurbRamp,South Lake Union,75.9,Medium
25_16,47.62349359421503,-122.33619428362165,100,1.36,4.0,0.05714285714285714,CurbRamp,South Lake Union,86.4,Medium
25_17,47.62330758571625,-122.32997143268585,61,2.1639344262295084,4.0,0.0,CurbRamp,South Lake Union,86.8,Medium
25_18,47.62301049025162,-122.32574877531633,180,2.7333333333333334,5.0,0.0,CurbRamp,Broadway,50.8,Medium
25_19,47.62310147876582,-122.32098196360691,233,2.763948497854077,5.0,0.008264462809917356,CurbRamp,Broadway,35.599999999999994,Medium
25_20,47.62323405907589,-122.31600131628649,146,2.7739726027397262,5.0,0.0,CurbRamp,Broadway,59.49999999999999,Medium
25_21,47.62333613117849,-122.31042138047106,124,1.8709677419354838,5.0,0.0,CurbRamp,Stevens,76.8,Medium
25_22,47.623442720112045,-122.30521641781455,187,1.8502673796791445,5.0,0.0,CurbRamp,Stevens,65.4,Medium
25_23,47.62345639565834,-122.3012224928777,133,1.887218045112782,4.0,0.0,CurbRamp,Stevens,74.9,Medium
25_24,47.62306790292999,-122.29566517582646,159,2.3144654088050314,5.0,0.0,CurbRamp,Harrison/Denny-Blaine,63.2,Medium
25_25,47.62306852847482,-122.29119117478818,203,2.5172413793103448,4.0,0.0,SurfaceProblem,Harrison/Denny-Blaine,48.9,Medium
25_26,47.62289126165982,-122.28630386878704,143,2.986013986013986,5.0,0.0,NoSidewalk,Harrison/Denny-Blaine,57.3,Medium
25_27,47.62262677279386,-122.28308202570135,55,3.036363636363636,5.0,0.0,NoSidewalk,Harrison/Denny-Blaine,83.3,High
26_10,47.62892750770815,-122.36660963489163,119,2.689075630252101,5.0,0.06451612903225806,CurbRamp,West Queen Anne,68.0,Medium
26_11,47.62840059068468,-122.36116042791629,151,2.4635761589403975,5.0,0.0,CurbRamp,Lower Queen Anne,62.8,Medium
26_12,47.627609054477226,-122.35577802713206,167,2.3233532934131738,5.0,0.023121387283236993,CurbRamp,Lower Queen Anne,61.2,Medium
26_13,47.627497584183025,-122.35100958214043,157,2.3694267515923566,5.0,0.006211180124223602,CurbRamp,Lower Queen Anne,62.8,Medium
26_14,47.62755723433061,-122.34601792932195,184,2.4293478260869565,5.0,0.0,CurbRamp,Lower Queen Anne,55.3,Medium
26_15,47.627173448220276,-122.34098395323142,76,1.5657894736842106,4.0,0.01282051282051282,CurbRamp,South Lake Union,88.1,Medium
26_16,47.62578094482422,-122.33606536865234,25,1.44,4.0,0.08,CurbRamp,South Lake Union,96.4,Medium
26_17,47.62772761753627,-122.33092607770648,35,1.6857142857142857,5.0,0.08571428571428572,CurbRamp,South Lake Union,94.1,Medium
26_18,47.627563144849695,-122.32578768522843,111,3.063063063063063,5.0,0.008695652173913044,NoCurbRamp,Broadway,66.0,High
26_19,47.628034098394984,-122.32074915129563,113,2.938053097345133,5.0,0.008620689655172414,NoCurbRamp,Broadway,66.8,Medium
26_20,47.62752433923575,-122.31594753265381,98,2.9591836734693877,5.0,0.019230769230769232,CurbRamp,Broadway,71.0,Medium
26_21,47.62765199997846,-122.31037712097168,65,1.6,3.0,0.014705882352941176,CurbRamp,Stevens,89.6,Medium
26_22,47.62779661949644,-122.30514721160239,90,1.9666666666666666,5.0,0.0,CurbRamp,Stevens,82.3,Medium
26_23,47.6280233328683,-122.30064801897322,170,2.7411764705882353,5.0,0.0,CurbRamp,Stevens,53.4,Medium
26_24,47.62734454018729,-122.29657563709077,84,3.2142857142857144,5.0,0.0,NoSidewalk,Stevens,73.0,High
26_25,47.62770106242253,-122.29088005652794,91,3.098901098901099,5.0,0.0,SurfaceProblem,Madison Park,71.8,High
26_26,47.628010688944066,-122.28591561824717,93,3.010752688172043,5.0,0.0,NoCurbRamp,Harrison/Denny-Blaine,72.0,High
26_27,47.6278673508588,-122.28180182961857,84,2.75,4.0,0.0,NoSidewalk,Harrison/Denny-Blaine,76.9,Medium
26_9,47.6285670598348,-122.36884021759033,23,2.130434782608696,3.0,0.041666666666666664,CurbRamp,West Queen Anne,95.1,Medium
27_10,47.63285971276554,-122.36597607459551,157,2.070063694267516,5.0,0.043209876543209874,CurbRamp,West Queen Anne,67.5,Medium
27_11,47.63256549242861,-122.3607661561196,158,1.7721518987341771,5.0,0.012422360248447204,CurbRamp,West Queen Anne,72.0,Medium
27_12,47.633021383574516,-122.35608686967329,164,1.9268292682926829,5.0,0.0,CurbRamp,East Queen Anne,68.4,Medium
27_13,47.63302109361361,-122.35087853969809,176,2.4488636363636362,5.0,0.0,CurbRamp,East Queen Anne,56.9,Medium
27_14,47.63230184229409,-122.34699119009623,81,3.049382716049383,4.0,0.0,NoSidewalk,East Queen Anne,75.3,High
27_15,47.63276309967041,-122.341929880778,56,2.3214285714285716,5.0,0.0,CurbRamp,Westlake,87.0,Medium
27_17,47.630462646484375,-122.328857421875,1,3.0,3.0,0.0,CurbRamp,South Lake Union,99.7,Medium
27_18,47.63337356567383,-122.32576202392578,50,2.14,5.0,0.04,CurbRamp,South Lake Union,89.3,Medium
27_19,47.63276553544842,-122.32029936743564,61,3.0491803278688523,5.0,0.0,NoCurbRamp,Broadway,81.4,High
27_2,47.63493292672293,-122.40378788539341,14,1.4285714285714286,3.0,0.0,NoSidewalk,Briarcliff,98.0,Low
27_20,47.63233021327427,-122.31573377336774,13,1.8461538461538463,4.0,0.0,CurbRamp,Broadway,97.6,Low
27_21,47.63289563105656,-122.31063872117262,122,2.7950819672131146,5.0,0.007692307692307693,NoSidewalk,Stevens,65.9,Medium
27_22,47.63312708758892,-122.30587368761087,228,3.030701754385965,5.0,0.0,CurbRamp,Stevens,30.900000000000006,High
27_23,47.632565408945084,-122.30048537254333,128,2.6328125,5.0,0.0234375,CurbRamp,Stevens,66.3,Medium
27_24,47.63361072540283,-122.29817199707031,7,4.142857142857143,5.0,0.0,NoSidewalk,Montlake,97.1,Medium
27_26,47.63315078587208,-122.2843684964967,99,2.898989898989899,5.0,0.009708737864077669,CurbRamp,Madison Park,71.3,Medium
27_27,47.6330014207628,-122.28096988254123,216,2.564814814814815,5.0,0.0,CurbRamp,Madison Park,44.6,Medium
27_28,47.633694887161255,-122.27752113342285,15,2.6,5.0,0.0,SurfaceProblem,Madison Park,96.1,Low
27_3,47.63447027495413,-122.40083243630149,33,2.1818181818181817,5.0,0.0,NoSidewalk,Briarcliff,92.8,Medium
27_4,47.63388014812859,-122.39525059291294,144,2.2083333333333335,5.0,0.0,CurbRamp,Southeast Magnolia,68.2,Medium
27_5,47.63330702348189,-122.3916054465554,108,3.1666666666666665,5.0,0.0,NoSidewalk,Southeast Magnolia,65.8,High
27_6,47.63263507005645,-122.38666255299638,41,4.317073170731708,5.0,0.0,NoSidewalk,Interbay,82.3,Medium
27_7,47.633534599752984,-122.38171700870289,16,4.5625,5.0,0.0,NoSidewalk,Interbay,92.7,Medium
27_8,47.6330242491605,-122.3757832845052,56,2.4107142857142856,5.0,0.05263157894736842,CurbRamp,Interbay,86.5,Medium
27_9,47.633476455123336,-122.36995414451316,135,2.4296296296296296,5.0,0.08888888888888889,CurbRamp,West Queen Anne,67.2,Medium
28_1,47.64001789799443,-122.41012460214121,52,2.1346153846153846,4.0,0.0,NoSidewalk,Briarcliff,88.9,Medium
28_10,47.638023471044114,-122.36588154942537,117,2.5384615384615383,5.0,0.0,CurbRamp,West Queen Anne,70.3,Medium
28_11,47.638184042537915,-122.36094144933364,85,2.411764705882353,5.0,0.023529411764705882,CurbRamp,West Queen Anne,79.5,Medium
28_12,47.638099650119216,-122.35602232750426,185,2.5891891891891894,5.0,0.0,CurbRamp,East Queen Anne,52.099999999999994,Medium
28_13,47.637756237404886,-122.35116691809858,171,2.2046783625730995,5.0,0.011560693641618497,CurbRamp,East Queen Anne,62.3,Medium
28_14,47.638008179203155,-122.3463878016318,123,2.658536585365854,4.0,0.0,CurbRamp,East Queen Anne,67.3,Medium
28_15,47.637417793273926,-122.34230545588902,55,2.309090909090909,5.0,0.017857142857142856,CurbRamp,Westlake,87.3,Medium
28_17,47.63795492384169,-122.32861328125,18,2.2222222222222223,5.0,0.0,CurbRamp,Eastlake,96.0,Low
28_18,47.63824451116868,-122.32575706199363,160,1.98125,5.0,0.012345679012345678,CurbRamp,Eastlake,68.3,Medium
28_19,47.63828160640967,-122.32035209488694,135,2.9407407407407407,5.0,0.0,CurbRamp,Montlake,60.3,Medium
28_2,47.63865524463439,-122.40615960453333,174,2.189655172413793,5.0,0.0,NoSidewalk,Briarcliff,61.9,Medium
28_20,47.63791742459149,-122.31615125629264,133,2.962406015037594,5.0,0.0,NoSidewalk,Montlake,60.6,Medium
28_21,47.63852814705141,-122.31083359256867,92,3.6630434782608696,5.0,0.0,NoSidewalk,Montlake,66.3,High
28_22,47.63851953208993,-122.30570710908383,108,3.074074074074074,5.0,0.0,CurbRamp,Montlake,66.8,High
28_23,47.63868551254272,-122.30100088119507,78,2.2564102564102564,5.0,0.0,CurbRamp,Montlake,82.4,Medium
28_24,47.63983761180531,-122.29682853005149,22,5.0,5.0,0.0,NoSidewalk,Madison Park,89.0,Medium
28_26,47.63702225103611,-122.28436223472038,41,2.5609756097560976,5.0,0.0,SurfaceProblem,Madison Park,89.5,Medium
28_27,47.637755304320244,-122.28099131787944,114,2.4210526315789473,5.0,0.0,SurfaceProblem,Madison Park,72.4,Medium
28_28,47.637164325248904,-122.27761245355373,41,2.024390243902439,3.0,0.0,CurbRamp,Madison Park,91.7,Medium
28_3,47.638020659938,-122.40016540373215,193,2.33160621761658,5.0,0.0,NoSidewalk,Briarcliff,55.00000000000001,Medium
28_4,47.63776424474884,-122.39567503455089,169,3.0473372781065087,5.0,0.0,NoCurbRamp,Southeast Magnolia,48.5,High
28_5,47.637885835435654,-122.39097337874155,249,2.7429718875502007,5.0,0.011904761904761904,CurbRamp,Southeast Magnolia,31.700000000000003,Medium
28_6,47.638541756606685,-122.38738073953768,81,2.740740740740741,5.0,0.0,SurfaceProblem,Interbay,77.8,Medium
28_8,47.63782098848526,-122.37473840582861,69,2.391304347826087,5.0,0.0136986301369863,CurbRamp,West Queen Anne,83.5,Medium
28_9,47.637787030194254,-122.3707894814981,170,2.6588235294117646,5.0,0.02702702702702703,CurbRamp,West Queen Anne,54.8,Medium
29_0,47.643929212521286,-122.41491516634949,117,3.051282051282051,5.0,0.0,NoSidewalk,Briarcliff,64.3,High
29_1,47.64256297316506,-122.41089947424203,211,1.971563981042654,5.0,0.0,NoSidewalk,Briarcliff,58.4,Medium
29_10,47.642573341956506,-122.36553714458759,124,2.774193548387097,5.0,0.007692307692307693,CurbRamp,North Queen Anne,65.6,Medium
29_11,47.642901629936404,-122.36153145146564,120,2.775,5.0,0.0,NoSidewalk,North Queen Anne,66.7,Medium
29_12,47.642861326863944,-122.3560957475142,111,2.7117117117117115,5.0,0.0,NoCurbRamp,North Queen Anne,69.9,Medium
29_13,47.642665782444915,-122.35079676668408,135,3.2814814814814817,5.0,0.007042253521126761,SurfaceProblem,East Queen Anne,55.7,High
29_14,47.64210910561644,-122.34586918206863,81,2.876543209876543,5.0,0.0,NoSidewalk,East Queen Anne,76.7,Medium
29_15,47.640647888183594,-122.34320068359375,3,2.0,3.0,0.0,SurfaceProblem,East Queen Anne,99.4,Low
29_18,47.64295478919884,-122.32576206752232,74,2.5405405405405403,5.0,0.012987012987012988,CurbRamp,Eastlake,81.2,Medium
29_19,47.64317642481981,-122.32100461436583,105,2.5904761904761906,5.0,0.0,CurbRamp,Portage Bay,72.8,Medium
29_2,47.642586498725706,-122.4064942026526,119,1.865546218487395,5.0,0.0,NoSidewalk,Briarcliff,77.8,Medium
29_20,47.642425894737244,-122.31688928604126,62,3.129032258064516,5.0,0.0,CurbRamp,Montlake,80.6,High
29_21,47.640868504842125,-122.31088765462239,6,3.0,3.0,0.0,CurbRamp,Montlake,98.2,Medium
29_22,47.64216598955173,-122.3048491246492,98,1.7448979591836735,5.0,0.0,CurbRamp,Montlake,82.9,Medium
29_23,47.64254175020954,-122.30133411077064,123,2.5040650406504064,5.0,0.007874015748031496,CurbRamp,Montlake,69.2,Medium
29_24,47.64080834388733,-122.29756021499634,16,4.875,5.0,0.0,NoSidewalk,Montlake,92.2,Medium
29_26,47.641015688578285,-122.28419621785481,12,4.166666666666667,5.0,0.0,NoSidewalk,Madison Park,95.0,Medium
29_27,47.64089090683881,-122.28165009442498,34,3.588235294117647,5.0,0.0,NoSidewalk,Madison Park,87.8,Medium
29_28,47.64072113037109,-122.27789306640625,5,1.4,3.0,0.0,CurbRamp,Madison Park,99.3,Low
29_3,47.64289244016012,-122.40120355288188,91,2.065934065934066,5.0,0.0,CurbRamp,Briarcliff,81.19999999999999,Medium
29_4,47.642890214920044,-122.39602947235107,143,2.5594405594405596,5.0,0.0,CurbRamp,Southeast Magnolia,63.4,Medium
29_5,47.64330499822443,-122.39118789078353,148,2.7972972972972974,5.0,0.0,NoCurbRamp,Southeast Magnolia,58.6,Medium
29_6,47.643369881210816,-122.38609284807922,150,2.6066666666666665,5.0,0.006369426751592357,SurfaceProblem,Southeast Magnolia,60.900000000000006,Medium
29_7,47.64502879551479,-122.38315800258091,7,1.4285714285714286,3.0,0.0,CurbRamp,Southeast Magnolia,99.0,Low
29_8,47.64229759803185,-122.37488641272058,137,2.854014598540146,5.0,0.006993006993006993,NoSidewalk,North Queen Anne,60.9,Medium
29_9,47.64245073463885,-122.37078792418065,215,2.5767441860465117,5.0,0.017937219730941704,CurbRamp,North Queen Anne,44.6,Medium
2_28,47.510125398635864,-122.27417039871216,16,4.0,4.0,0.0,NoSidewalk,Mount Baker,93.6,Medium
2_29,47.510106801986694,-122.27218914031982,16,3.75,4.0,0.0,NoSidewalk,Mount Baker,94.0,Medium
2_31,47.50887080601284,-122.26034499187858,46,2.5434782608695654,4.0,0.0,CurbRamp,Mount Baker,88.3,Medium
2_32,47.5079782149371,-122.25555509679458,95,2.5789473684210527,4.0,0.0,CurbRamp,Mount Baker,75.5,Medium
2_33,47.50806240006989,-122.25135489071117,48,3.25,5.0,0.0,NoCurbRamp,Mount Baker,84.4,Medium
2_34,47.51042556762695,-122.24392700195312,1,4.0,4.0,0.0,NoSidewalk,Mount Baker,99.6,Medium
2_35,47.51019159952799,-122.24030897352431,18,4.0,4.0,0.0,NoSidewalk,Mount Baker,92.8,Medium
2_6,47.50868053825534,-122.38675985530931,35,4.8,5.0,0.0,NoSidewalk,Industrial District,83.2,Medium
2_7,47.50839535395304,-122.3815959294637,45,3.3555555555555556,5.0,0.020833333333333332,Obstacle,Industrial District,84.9,Medium
2_8,47.506405671437584,-122.37697919209798,24,3.4166666666666665,5.0,0.041666666666666664,NoSidewalk,Industrial District,91.8,Medium
2_9,47.509925842285156,-122.3720932006836,1,3.0,3.0,0.0,SurfaceProblem,Industrial District,99.7,Medium
30_0,47.64812004950739,-122.41524696350098,123,2.7642276422764227,5.0,0.0,NoSidewalk,Briarcliff,66.0,Medium
30_1,47.64816504190134,-122.410996796364,212,1.75,5.0,0.0,NoSidewalk,Briarcliff,62.9,Medium
30_10,47.64805802055027,-122.36625947814056,134,3.1641791044776117,5.0,0.043478260869565216,NoSidewalk,North Queen Anne,57.6,High
30_11,47.646969347928476,-122.36135020298241,111,3.009009009009009,5.0,0.0,NoSidewalk,North Queen Anne,66.6,High
30_12,47.64767315673828,-122.35591485595702,119,1.9831932773109244,5.0,0.0,CurbRamp,North Queen Anne,76.4,Medium
30_13,47.64740753173828,-122.35087668541634,96,1.4270833333333333,5.0,0.0,CurbRamp,North Queen Anne,86.3,Medium
30_14,47.64965651465244,-122.34600492383613,61,1.9180327868852458,5.0,0.01639344262295082,SurfaceProblem,Fremont,88.3,Medium
30_15,47.64873445034027,-122.34063386917114,93,2.118279569892473,5.0,0.0,CurbRamp,Wallingford,80.3,Medium
30_16,47.64832201004028,-122.33590463002523,118,2.4745762711864407,5.0,0.016666666666666666,CurbRamp,Wallingford,70.8,Medium
30_17,47.64930602042906,-122.33228868053806,29,3.0689655172413794,5.0,0.0,CurbRamp,Wallingford,91.1,Medium
30_18,47.64700552133414,-122.32443516071027,50,3.2,5.0,0.0,NoCurbRamp,Eastlake,84.0,High
30_19,47.647298001694956,-122.320817399299,168,2.392857142857143,5.0,0.0,CurbRamp,Portage Bay,59.8,Medium
30_2,47.648258798490694,-122.40590432019738,120,2.033333333333333,5.0,0.0,CurbRamp,Briarcliff,75.6,Medium
30_20,47.64655549185617,-122.31773921421596,55,2.4363636363636365,4.0,0.0,SurfaceProblem,Portage Bay,86.6,Medium
30_21,47.645992279052734,-122.30860137939453,2,3.5,4.0,0.0,SurfaceProblem,Montlake,99.3,Medium
30_22,47.6480185930119,-122.3053611932799,41,1.829268292682927,5.0,0.023255813953488372,CurbRamp,University District,92.5,Medium
30_23,47.645891189575195,-122.30169677734375,6,1.3333333333333333,3.0,0.0,CurbRamp,Montlake,99.2,Low
30_28,47.6496467590332,-122.27693328857421,10,1.9,3.0,0.0,CurbRamp,Laurelhurst,98.1,Low
30_3,47.64793570836385,-122.40156639946832,71,2.2535211267605635,5.0,0.0,NoCurbRamp,Lawton Park,84.0,Medium
30_4,47.6478780881323,-122.3962691335967,93,2.3118279569892475,5.0,0.0,NoCurbRamp,Lawton Park,78.5,Medium
30_5,47.64774659302858,-122.39081614726298,110,2.9909090909090907,5.0,0.0,NoCurbRamp,Southeast Magnolia,67.1,Medium
30_6,47.648354046965295,-122.38524784453928,145,2.3793103448275863,5.0,0.02054794520547945,Obstacle,Southeast Magnolia,65.5,Medium
30_7,47.64828169747685,-122.38098710306575,86,2.5232558139534884,5.0,0.02247191011235955,Obstacle,Interbay,78.3,Medium
30_8,47.64845315181848,-122.37598192619555,149,2.946308724832215,5.0,0.0,CurbRamp,North Queen Anne,56.1,Medium
