time_bin,properties/neighborhood,barrier_count,severity_mean,severity_max,severity_std,temp_ratio,prop_CurbRamp,prop_NoSidewalk,prop_NoCurbRamp,prop_SurfaceProblem,prop_Obstacle,prop_Occlusion,prop_Other,weighted_impact,accessibility_score,barrier_count_lag1,barrier_count_lag2,barrier_count_lag3,barrier_count_roll3,barrier_count_roll5,severity_mean_lag1,severity_mean_lag2,severity_mean_lag3,severity_mean_roll3,severity_mean_roll5,accessibility_score_lag1,accessibility_score_lag2,accessibility_score_lag3,accessibility_score_roll3,accessibility_score_roll5,temp_ratio_lag1,temp_ratio_lag2,temp_ratio_lag3,temp_ratio_roll3,temp_ratio_roll5,time_position,time_sin,time_cos,barriers_per_km2,area_km2,population,median_income,pct_minority,pct_elderly,equity_concern_score,barriers_per_km2_norm,area_km2_norm,population_norm,median_income_norm,pct_minority_norm,pct_elderly_norm,equity_concern_score_norm
188,Fremont,213.0,1.6854460093896713,5.0,0.9005367441119725,0.004694835680751174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-359.0,-16.854460093896712,351.62311557788945,345.92763157894734,346.39285714285717,213.0,213.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.6854460093896713,1.6854460093896713,44.08319514118346,39.08401388259955,38.59504213350835,-16.854460093896712,-16.854460093896712,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.004694835680751174,0.004694835680751174,0.9447236180904522,-0.3403713034041135,0.9402911122726754,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
189,Fremont,410.0,1.6097560975609757,5.0,0.8558171085291749,0.004878048780487805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-660.0,-16.097560975609756,213.0,345.92763157894734,346.39285714285717,311.5,311.5,1.6854460093896713,2.5432030294325,2.5560460313609203,1.6476010534753236,1.6476010534753236,-16.854460093896712,39.08401388259955,38.59504213350835,-16.476010534753236,-16.476010534753236,0.004694835680751174,0.004516931374460902,0.002911111733831185,0.004786442230619489,0.004786442230619489,0.949748743718593,-0.3105180318741691,0.9505674893877828,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
190,Fremont,410.0,2.4097560975609755,5.0,1.2999538976306715,0.00975609756097561,0.5097560975609756,0.28780487804878047,0.0,0.1902439024390244,0.0,0.012195121951219513,0.0,1485.5,36.23170731707317,410.0,213.0,346.39285714285717,344.3333333333333,344.3333333333333,1.6097560975609757,1.6854460093896713,2.5560460313609203,1.9016527348372074,1.9016527348372074,-16.097560975609756,-16.854460093896712,38.59504213350835,1.0932287491889003,1.0932287491889003,0.004878048780487805,0.004694835680751174,0.002911111733831185,0.006442994007404863,0.006442994007404863,0.9547738693467337,-0.28035522921701433,0.959896320156857,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
191,Fremont,410.0,2.5829268292682928,5.0,0.8502559485278752,0.046341463414634146,0.0,0.0,0.0,0.7195121951219512,0.2804878048780488,0.0,0.0,2294.0,55.95121951219512,410.0,410.0,213.0,410.0,360.75,2.4097560975609755,1.6097560975609757,1.6854460093896713,2.200813008130081,2.0719712584449788,36.23170731707317,-16.097560975609756,-16.854460093896712,25.361788617886177,14.807726439940454,0.00975609756097561,0.004878048780487805,0.004694835680751174,0.02032520325203252,0.016417611359212183,0.9597989949748744,-0.24991296237030794,0.9682683053985073,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
192,Fremont,409.0,3.3618581907090466,5.0,1.096390007464628,0.08068459657701711,0.0,0.0,0.6063569682151589,0.0,0.37163814180929094,0.0,0.022004889975550123,3866.0,94.52322738386307,410.0,410.0,410.0,409.6666666666667,370.4,2.5829268292682928,2.4097560975609755,1.6097560975609757,2.784847039179438,2.3299486448977924,55.95121951219512,36.23170731707317,-16.097560975609756,62.235384737710454,30.75082662872498,0.046341463414634146,0.00975609756097561,0.004878048780487805,0.04559405251754229,0.02927100840277317,0.964824120603015,-0.21922157684769145,0.9756750997357736,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
193,Fremont,281.0,3.718861209964413,5.0,0.9613792836841776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3135.0,111.5658362989324,409.0,410.0,410.0,366.6666666666667,384.0,3.3618581907090466,2.5829268292682928,2.4097560975609755,3.221215409980584,2.7366316850127403,94.52322738386307,55.95121951219512,36.23170731707317,87.34676106499687,56.4348859072908,0.08068459657701711,0.046341463414634146,0.00975609756097561,0.042342019997217074,0.02833204126662293,0.9698492462311558,-0.18831166648971848,0.9821093199149803,845.6539757887296,2.5223082502634497,14000.0,98000.0,16.8,7.3,2000.6951183457547,0.9850503326302854,-0.24473212655822152,0.5861955357876715,-0.08520527007485307,-0.674352265071678,-1.0681300215881437,0.7136214153130531
68,Green Lake,102.0,1.5588235294117647,4.0,0.6975704572351255,0.00980392156862745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-159.0,-15.588235294117647,351.62311557788945,345.92763157894734,346.39285714285717,102.0,102.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.5588235294117647,1.5588235294117647,44.08319514118346,39.08401388259955,38.59504213350835,-15.588235294117647,-15.588235294117647,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.00980392156862745,0.00980392156862745,0.3417085427135678,0.8385272362373776,-0.5448596829350701,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
69,Green Lake,410.0,1.6317073170731706,5.0,0.651099887322608,0.0024390243902439024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-669.0,-16.317073170731707,102.0,345.92763157894734,346.39285714285717,256.0,256.0,1.5588235294117647,2.5432030294325,2.5560460313609203,1.5952654232424677,1.5952654232424677,-15.588235294117647,39.08401388259955,38.59504213350835,-15.952654232424678,-15.952654232424678,0.00980392156862745,0.004516931374460902,0.002911111733831185,0.006121472979435677,0.006121472979435677,0.34673366834170855,0.8209088751292626,-0.5710592077306947,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
70,Green Lake,410.0,2.204878048780488,5.0,1.307108872157727,0.0,0.7365853658536585,0.2634146341463415,0.0,0.0,0.0,0.0,0.0,764.0,18.634146341463417,410.0,102.0,346.39285714285717,307.3333333333333,307.3333333333333,1.6317073170731706,1.5588235294117647,2.5560460313609203,1.7984696317551412,1.7984696317551412,-16.317073170731707,-15.588235294117647,38.59504213350835,-4.423720707795312,-4.423720707795312,0.0024390243902439024,0.00980392156862745,0.002911111733831185,0.004080981986290451,0.004080981986290451,0.35175879396984927,0.802472214201578,-0.5966894882888559,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
71,Green Lake,409.0,4.039119804400978,5.0,0.9540600588568018,0.007334963325183374,0.0,0.9633251833740831,0.0,0.029339853300733496,0.0,0.007334963325183374,0.0,4910.5,120.06112469437653,410.0,410.0,102.0,409.6666666666667,332.75,2.204878048780488,1.6317073170731706,1.5588235294117647,2.6252350567515457,2.3586321749166004,18.634146341463417,-16.317073170731707,-15.588235294117647,40.79273262170275,26.69749064274765,0.0,0.0024390243902439024,0.00980392156862745,0.0032579959051424255,0.004894477321013682,0.35678391959798994,0.7832356315188905,-0.6217249757884951,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
72,Green Lake,410.0,2.629268292682927,5.0,1.0080953263515053,0.0024390243902439024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2156.0,52.58536585365854,409.0,410.0,410.0,409.6666666666667,348.2,4.039119804400978,2.204878048780488,1.6317073170731706,2.9577553819547977,2.4127593984698654,120.06112469437653,18.634146341463417,-16.317073170731707,63.7602122964995,31.875065684929826,0.007334963325183374,0.0,0.0024390243902439024,0.0032579959051424255,0.004403386734859726,0.36180904522613067,0.7632183025251684,-0.6461407143112099,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
73,Green Lake,410.0,2.9341463414634146,5.0,1.0456826495025582,0.03902439024390244,0.0,0.0,0.3170731707317073,0.4024390243902439,0.275609756097561,0.0,0.004878048780487805,3062.5,74.69512195121952,410.0,409.0,410.0,409.6666666666667,409.8,2.629268292682927,4.039119804400978,2.204878048780488,3.2008448128491067,2.6878239608801957,52.58536585365854,120.06112469437653,18.634146341463417,82.44720416641819,49.93173713399726,0.0024390243902439024,0.007334963325183374,0.0,0.01626612598644324,0.010247480469914725,0.36683417085427134,0.7424401809292833,-0.669912365717855,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
74,Green Lake,410.0,3.7,5.0,0.833439276069268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4551.0,111.0,410.0,410.0,409.0,410.0,409.8,2.9341463414634146,2.629268292682927,4.039119804400978,3.0878048780487806,3.1014824974655615,74.69512195121952,52.58536585365854,120.06112469437653,79.42682926829268,75.3951517681436,0.03902439024390244,0.0024390243902439024,0.007334963325183374,0.013821138211382115,0.009759675591865942,0.37185929648241206,0.7209219788147164,-0.6930162339093318,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
75,Green Lake,89.0,3.5280898876404496,4.0,0.5020387444404121,0.02247191011235955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,942.0,105.84269662921349,410.0,410.0,410.0,303.0,345.6,3.7,2.9341463414634146,2.629268292682927,3.387412076367955,3.3661248652375533,111.0,74.69512195121952,52.58536585365854,97.17927286014434,92.83686182569362,0.0,0.03902439024390244,0.0024390243902439024,0.020498766785420664,0.01425405761433785,0.3768844221105528,0.6986851459933066,-0.7154292884473712,204.54882711137907,12.95534194658103,18000.0,92000.0,14.2,11.8,525.1565687703471,-1.2580291983611398,0.7983231566467344,1.2057517931242347,-0.2556158102245592,-0.8780440126983332,0.14048905506381823,-0.884928320981999
0,Harbor Island,170.0,2.976470588235294,5.0,1.2111559404748757,0.0058823529411764705,0.22941176470588234,0.1588235294117647,0.0,0.12352941176470589,0.48823529411764705,0.0,0.0,1021.0,60.05882352941177,351.62311557788945,345.92763157894734,346.39285714285717,170.0,170.0,2.605501029054099,2.5432030294325,2.5560460313609203,2.976470588235294,2.976470588235294,44.08319514118346,39.08401388259955,38.59504213350835,60.05882352941177,60.05882352941177,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0058823529411764705,0.0058823529411764705,0.0,0.0,1.0,225.80969996172144,0.7528463127528084,,,,,432.8994247970826,-1.1836422919386878,-0.4216362443894509,0.0,0.0,0.0,0.0,-0.9848766640545904
45,Harrison/Denny-Blaine,259.0,2.146718146718147,4.0,0.9969424388862006,0.0,0.6332046332046332,0.3667953667953668,0.0,0.0,0.0,0.0,0.0,588.0,22.7027027027027,351.62311557788945,345.92763157894734,346.39285714285717,259.0,259.0,2.605501029054099,2.5432030294325,2.5560460313609203,2.146718146718147,2.146718146718147,44.08319514118346,39.08401388259955,38.59504213350835,22.7027027027027,22.7027027027027,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.22613065326633167,0.9887747345870026,0.14941393590426094,716.0312317741583,1.2625147617654875,,,,,1372.702361432324,0.5315301504107629,-0.3706815188609417,0.0,0.0,0.0,0.0,0.03327480136112532
46,Harrison/Denny-Blaine,410.0,3.0195121951219512,5.0,0.27903037858565466,0.0,0.0,0.2951219512195122,0.0,0.651219512195122,0.05365853658536585,0.0,0.0,2876.0,70.14634146341463,259.0,345.92763157894734,346.39285714285717,334.5,334.5,2.146718146718147,2.5432030294325,2.5560460313609203,2.583115170920049,2.583115170920049,22.7027027027027,39.08401388259955,38.59504213350835,46.42452208305866,46.42452208305866,0.0,0.004516931374460902,0.002911111733831185,0.0,0.0,0.23115577889447236,0.9929986997786696,0.11812528195890805,716.0312317741583,1.2625147617654875,,,,,1372.702361432324,0.5315301504107629,-0.3706815188609417,0.0,0.0,0.0,0.0,0.03327480136112532
47,Harrison/Denny-Blaine,235.0,3.051063829787234,5.0,0.430599036339355,0.00425531914893617,0.0,0.0,0.8425531914893617,0.0,0.1574468085106383,0.0,0.0,2096.5,89.2127659574468,410.0,259.0,346.39285714285717,301.3333333333333,301.3333333333333,3.0195121951219512,2.146718146718147,2.5560460313609203,2.7390980572091106,2.7390980572091106,70.14634146341463,22.7027027027027,38.59504213350835,60.68727004118805,60.68727004118805,0.0,0.0,0.002911111733831185,0.0014184397163120568,0.0014184397163120568,0.23618090452261306,0.9962328222710067,0.08671887816355095,716.0312317741583,1.2625147617654875,,,,,1372.702361432324,0.5315301504107629,-0.3706815188609417,0.0,0.0,0.0,0.0,0.03327480136112532
0,Industrial District,240.0,1.875,4.0,0.6476542804194277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-450.0,-18.75,351.62311557788945,345.92763157894734,346.39285714285717,240.0,240.0,2.605501029054099,2.5432030294325,2.5560460313609203,1.875,1.875,44.08319514118346,39.08401388259955,38.59504213350835,-18.75,-18.75,0.00680095331825695,0.004516931374460902,0.002911111733831185,0.0,0.0,0.0,0.0,1.0,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
1,Industrial District,410.0,1.9097560975609755,5.0,0.5082713779733079,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-783.0,-19.097560975609756,240.0,345.92763157894734,346.39285714285717,325.0,325.0,1.875,2.5432030294325,2.5560460313609203,1.8923780487804878,1.8923780487804878,-18.75,39.08401388259955,38.59504213350835,-18.923780487804876,-18.923780487804876,0.0,0.004516931374460902,0.002911111733831185,0.0,0.0,0.005025125628140704,0.03156854976481053,0.9995015891261738,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
2,Industrial District,410.0,3.3292682926829267,5.0,0.9569572558148747,0.0,0.28780487804878047,0.7121951219512195,0.0,0.0,0.0,0.0,0.0,3183.0,77.63414634146342,410.0,240.0,346.39285714285717,353.3333333333333,353.3333333333333,1.9097560975609755,1.875,2.5560460313609203,2.371341463414634,2.371341463414634,-19.097560975609756,-18.75,38.59504213350835,13.262195121951223,13.262195121951223,0.0,0.0,0.002911111733831185,0.0,0.0,0.010050251256281407,0.06310563131267365,0.9980068533314934,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
3,Industrial District,410.0,3.9365853658536585,4.0,0.2440049876849795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4842.0,118.09756097560977,410.0,410.0,240.0,410.0,367.5,3.3292682926829267,1.9097560975609755,1.875,3.0585365853658537,2.7626524390243903,77.63414634146342,-19.097560975609756,-18.75,58.87804878048781,39.47103658536586,0.0,0.0,0.0,0.0,0.0,0.01507537688442211,0.09457980779484494,0.995517282601106,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
4,Industrial District,410.0,3.797560975609756,4.0,0.4083407925671295,0.0024390243902439024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4671.0,113.92682926829268,410.0,410.0,410.0,410.0,376.0,3.9365853658536585,3.3292682926829267,1.9097560975609755,3.68780487804878,2.9696341463414635,118.09756097560977,77.63414634146342,-19.097560975609756,103.21951219512196,54.36219512195122,0.0,0.0,0.0,0.0008130081300813008,0.0004878048780487805,0.020100502512562814,0.12595970506771756,0.9920353585932578,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
5,Industrial District,410.0,3.773170731707317,5.0,0.4740319644261891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4641.0,113.19512195121952,410.0,410.0,410.0,410.0,410.0,3.797560975609756,3.9365853658536585,3.3292682926829267,3.8357723577235774,3.3492682926829267,113.92682926829268,118.09756097560977,77.63414634146342,115.07317073170732,80.75121951219512,0.0024390243902439024,0.0,0.0,0.0008130081300813008,0.0004878048780487805,0.02512562814070352,0.15721404296725078,0.9875645521655237,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
6,Industrial District,410.0,3.924390243902439,5.0,0.351928315525888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4827.0,117.73170731707317,410.0,410.0,410.0,410.0,410.0,3.773170731707317,3.797560975609756,3.9365853658536585,3.8317073170731706,3.752195121951219,113.19512195121952,113.92682926829268,118.09756097560977,114.95121951219512,108.11707317073171,0.0,0.0024390243902439024,0.0,0.0008130081300813008,0.0004878048780487805,0.03015075376884422,0.18831166648971787,0.9821093199149804,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
7,Industrial District,409.0,3.7872860635696823,5.0,0.6868760761210546,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4647.0,113.61858190709046,410.0,410.0,410.0,409.6666666666667,409.8,3.924390243902439,3.773170731707317,3.797560975609756,3.8282823463931464,3.8437986761285705,117.73170731707317,113.19512195121952,113.92682926829268,114.84847039179438,115.31396028385711,0.0,0.0,0.0024390243902439024,0.0,0.0004878048780487805,0.035175879396984924,0.21922157684769134,0.9756750997357736,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
8,Industrial District,410.0,3.8902439024390243,5.0,0.5187463155311604,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4785.0,116.70731707317073,409.0,410.0,410.0,409.6666666666667,409.8,3.7872860635696823,3.924390243902439,3.773170731707317,3.867306736637049,3.8345303834456437,113.61858190709046,117.73170731707317,113.19512195121952,116.01920209911145,115.0359115033693,0.0,0.0,0.0,0.0,0.0004878048780487805,0.04020100502512563,0.24991296237030836,0.9682683053985072,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
9,Industrial District,410.0,3.9317073170731707,5.0,0.31307218473678716,0.0,0.0,0.9512195121951219,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,4759.0,116.07317073170732,410.0,409.0,410.0,409.6666666666667,409.8,3.8902439024390243,3.7872860635696823,3.924390243902439,3.8697457610272927,3.8613596517383266,116.70731707317073,113.61858190709046,117.73170731707317,115.46635657065616,115.46517979605224,0.0,0.0,0.0,0.0,0.0,0.04522613065326633,0.28035522921701445,0.959896320156857,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
10,Industrial District,410.0,3.373170731707317,5.0,0.9458503865117887,0.004878048780487805,0.0,0.0,0.0,0.926829268292683,0.07317073170731707,0.0,0.0,2816.0,68.6829268292683,410.0,410.0,409.0,410.0,409.8,3.9317073170731707,3.8902439024390243,3.7872860635696823,3.731707317073171,3.7813596517383266,116.07317073170732,116.70731707317073,113.61858190709046,100.48780487804878,106.56274077166199,0.0,0.0,0.0,0.0016260162601626016,0.000975609756097561,0.05025125628140704,0.3105180318741688,0.9505674893877829,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
11,Industrial District,410.0,3.2536585365853656,5.0,0.6700354188994492,0.0024390243902439024,0.00975609756097561,0.0,0.6487804878048781,0.0,0.3170731707317073,0.0,0.024390243902439025,3694.5,90.10975609756099,410.0,410.0,410.0,410.0,409.8,3.373170731707317,3.9317073170731707,3.8902439024390243,3.5195121951219512,3.647213310274912,68.6829268292683,116.07317073170732,116.70731707317073,91.6219512195122,101.03835052775956,0.004878048780487805,0.0,0.0,0.0024390243902439024,0.0014634146341463415,0.05527638190954774,0.34037130340411287,0.9402911122726756,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
12,Industrial District,410.0,1.8317073170731708,5.0,1.0102019997933223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-751.0,-18.317073170731707,410.0,410.0,410.0,410.0,410.0,3.2536585365853656,3.373170731707317,3.9317073170731707,2.8195121951219515,3.25609756097561,90.10975609756099,68.6829268292683,116.07317073170732,46.82520325203253,74.65121951219513,0.0024390243902439024,0.004878048780487805,0.0,0.0024390243902439024,0.0014634146341463415,0.06030150753768844,0.3698852854165468,0.9290774325277306,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
13,Industrial District,410.0,1.7707317073170732,5.0,0.8768257661448836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,-17.70731707317073,410.0,410.0,410.0,410.0,410.0,1.8317073170731708,3.2536585365853656,3.373170731707317,2.2853658536585364,2.8321951219512194,-18.317073170731707,90.10975609756099,68.6829268292683,18.02845528455285,47.76829268292684,0.0,0.0024390243902439024,0.004878048780487805,0.0008130081300813008,0.0014634146341463415,0.06532663316582915,0.399030557732341,0.9169376281927888,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
14,Industrial District,409.0,1.7555012224938875,5.0,0.9945317676604186,0.0024449877750611247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.0,-17.555012224938874,410.0,410.0,410.0,409.6666666666667,409.8,1.7707317073170732,1.8317073170731708,3.2536585365853656,1.7859800822947107,2.396953903035363,-17.70731707317073,-18.317073170731707,90.10975609756099,-17.859800822947104,21.042656091597596,0.0,0.0,0.0024390243902439024,0.0008149959250203749,0.0019524121891585666,0.07035175879396985,0.4277780677102096,0.9038838004888236,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
15,Industrial District,410.0,1.397560975609756,4.0,0.6297388774167411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-573.0,-13.97560975609756,409.0,410.0,410.0,409.6666666666667,409.8,1.7555012224938875,1.7707317073170732,1.8317073170731708,1.6412646351402387,2.0018319518158507,-17.555012224938874,-17.70731707317073,-18.317073170731707,-16.41264635140239,4.510948774524424,0.0024449877750611247,0.0,0.0,0.0008149959250203749,0.0009768024330610054,0.07537688442211055,0.45609915920701594,0.8899289617551803,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
16,Industrial District,410.0,3.3878048780487804,5.0,1.4762496462553534,0.0,0.24390243902439024,0.7560975609756098,0.0,0.0,0.0,0.0,0.0,3667.0,89.4390243902439,410.0,409.0,410.0,409.6666666666667,409.8,1.397560975609756,1.7555012224938875,1.7707317073170732,2.180289025384141,2.0286612201085337,-13.97560975609756,-17.555012224938874,-17.70731707317073,19.302800803069157,4.3768024330610045,0.0,0.0024449877750611247,0.0,0.0008149959250203749,0.0004889975550122249,0.08040201005025126,0.48396560114283876,0.8750870224785937,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
17,Industrial District,410.0,3.8292682926829267,5.0,0.7973807680225532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4710.0,114.8780487804878,410.0,410.0,409.0,410.0,409.8,3.3878048780487804,1.397560975609756,1.7555012224938875,2.8715447154471545,2.428173415230485,89.4390243902439,-13.97560975609756,-17.555012224938874,63.447154471544714,31.015826823304906,0.0,0.0,0.0024449877750611247,0.0,0.0004889975550122249,0.08542713567839195,0.5113496156423266,0.859372777426912,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
18,Industrial District,410.0,3.8634146341463413,5.0,0.8249638348925804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4752.0,115.90243902439025,410.0,410.0,410.0,410.0,409.8,3.8292682926829267,3.3878048780487804,1.397560975609756,3.6934959349593495,2.846710000596338,114.8780487804878,89.4390243902439,-13.97560975609756,106.739837398374,57.737778042817105,0.0,0.0,0.0,0.0,0.0004889975550122249,0.09045226130653267,0.5382239057242886,0.8428018909013506,179.8862464703462,63.823667597025626,1200.0,45000.0,52.3,8.2,1218.665000509802,-1.3443178983216002,5.883946127098159,-1.396384487689331,-1.5904983747305905,2.106823519830729,-0.8264062062577516,-0.133604188518969
